autoID,SeniorCity,Partner,Dependents,Service1,Service2,Security,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Charges,Demand,Class
0547-HURJB,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,235.8,Alpha
8904-OPDCK,1,Yes,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75,Alpha
8845-LWKGE,0,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.5,1985.15,Alpha
1577-HKTFG,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Betha
8752-STIVR,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79,303.15,Betha
0691-NIKRI,0,No,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,Alpha
5022-JNQEQ,0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.85,647.5,Alpha
4558-FANTW,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,1574.45,Betha
3249-VHRIP,0,No,No,No,No phone service,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),43.6,2748.7,Alpha
3736-BLEPA,0,No,No,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),91.25,2483.65,Alpha
4701-LKOZD,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,Alpha
6603-QWSPR,0,No,No,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,Alpha
9921-QFQUL,0,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,90.15,2044.95,Alpha
1929-ZCBHE,0,Yes,Yes,No,No phone service,Yes,No,Yes,Yes,One year,No,Electronic check,40.3,1794.8,Alpha
4378-MYPGO,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),105.25,7173.15,Alpha
8651-ENBZX,1,No,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106,6441.4,Betha
4129-LYCOI,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,104,7039.05,Alpha
7798-JVXYM,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,Alpha
8647-SDTWQ,0,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,4018.35,Alpha
2696-ECXKC,0,Yes,Yes,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,100.9,5448.6,Alpha
2081-KJSQF,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Alpha
7623-TRNQN,0,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.9,49.9,Betha
3323-CPBWR,0,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,Alpha
9330-IJWIO,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.35,1358.85,Betha
3384-CTMSF,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.1,5135.15,Alpha
0902-RFHOF,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,730.1,Alpha
9286-DOJGF,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Betha
6048-QBXKL,1,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,Alpha
9661-MHUMO,1,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Betha
7718-RXDGG,0,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,Alpha
1025-FALIX,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,Alpha
3451-VAWLI,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,730.4,Alpha
3407-QGWLG,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,75.45,Alpha
1842-EZJMK,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,103.7,5071.05,Betha
2347-WKKAE,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,4014.6,Alpha
8735-DCXNF,0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.95,568.85,Alpha
3214-IYUUQ,0,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),93.7,5860.7,Alpha
1936-UAFEH,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),110.25,7279.35,Alpha
3587-PMCOY,0,No,No,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,98.9,1064.95,Alpha
8079-XRJRS,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,89.75,5769.6,Betha
1027-LKKQQ,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85,Alpha
7148-XZPHA,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.4,4238.45,Alpha
8073-IJDCM,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,Betha
5309-TAIKL,0,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,Alpha
6856-RAURS,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.9,136.05,Alpha
8778-LMWTJ,0,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,Alpha
9717-IOAAF,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.85,788.55,Alpha
8884-ADFVN,1,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.95,700.85,Betha
2845-KDHVX,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,68.3,4378.8,Alpha
0848-SOMKO,0,No,No,No,No phone service,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),48.4,3442.8,Alpha
2720-WGKHP,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94,181.7,Betha
6734-FQAJX,1,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,105.05,7171.7,Alpha
2869-ADAWR,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Betha
1535-VTJOQ,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,553,Alpha
6368-TZZDT,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,96.85,Alpha
0943-ZQPXH,0,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,Alpha
1293-BSEUN,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,1482.3,Alpha
9894-EZEWG,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Betha
1302-TPUBN,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1240.8,Alpha
7851-FLGGQ,0,No,No,No,No phone service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,Betha
0637-UBJRP,0,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.05,1095.3,Betha
0940-OUQEC,0,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Betha
2378-VTKDH,1,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.35,6578.55,Alpha
0927-CNGRH,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,Alpha
8608-OZTLB,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.05,2802.3,Alpha
2335-GSODA,0,No,Yes,No,No phone service,Yes,No,Yes,Yes,Two year,No,Mailed check,40.1,857.75,Alpha
1952-DVVSW,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,184.4,Alpha
0702-PGIBZ,0,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.7,364.55,Betha
6656-GULJQ,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.55,6093.3,Alpha
9853-JFZDU,0,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,56.85,1861.1,Alpha
1963-VAUKV,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,Betha
3777-XROBG,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1079.65,Alpha
6994-FGRHH,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,7475.1,Alpha
4000-VGMQP,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),78.95,2862.55,Alpha
3999-WRNGR,0,Yes,Yes,No,No phone service,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.75,3069.45,Alpha
3466-RITXD,0,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,Alpha
2680-XKKNJ,0,No,No,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),58.2,469.25,Alpha
3058-HJCUY,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,Betha
2974-GGUXS,1,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,Alpha
7994-XIRTR,1,No,No,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),65.25,3529.95,Alpha
3259-FDWOY,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),106,7723.7,Betha
2101-RANCD,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,4144.9,Alpha
7921-BEPCI,0,No,No,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),59.75,4265,Alpha
0807-ZABDG,0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,55.1,154.65,Betha
8510-TMWYB,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59.8,3246.45,Alpha
3258-ZKPAI,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.6,8337.45,Alpha
1428-IEDPR,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.3,5731.4,Alpha
5298-GSTLM,1,No,No,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),101.4,6176.6,Alpha
4450-YOOHP,0,No,No,No,No phone service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,Alpha
6728-CZFEI,0,No,No,Yes,No,No,No,No,No,One year,No,Mailed check,56.15,931.9,Alpha
5748-RNCJT,0,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Betha
3653-NCRDJ,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,776.25,Alpha
6121-TNHBO,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),83,5243.05,Alpha
5119-NZPTV,1,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,141.65,Alpha
6519-ZHPXP,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,7679.65,Alpha
7739-LAXOG,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,Betha
3472-QPRCH,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,1006.9,Alpha
8224-UAXBZ,0,Yes,No,No,No phone service,Yes,Yes,No,No,One year,Yes,Electronic check,45.35,2540.1,Alpha
9610-WCESF,0,No,No,No,No phone service,Yes,No,No,Yes,Two year,No,Electronic check,43.9,3097.2,Alpha
9776-CLUJA,1,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.5,3807.35,Betha
2486-WYVVE,0,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,79.3,2484,Alpha
3865-ZYKAD,1,Yes,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,Alpha
1422-DGUBX,0,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,79.25,2619.15,Alpha
2999-AANRQ,0,No,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),71.05,1524.85,Alpha
8668-KNZTI,0,No,No,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,53.75,2790.65,Alpha
0480-KYJVA,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,Alpha
6034-ZRYCV,0,Yes,No,No,No phone service,No,Yes,Yes,No,Two year,Yes,Electronic check,54.2,3937.45,Betha
9746-YKGXB,0,Yes,Yes,No,No phone service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),44.25,2276.1,Alpha
3926-YZVVX,0,No,No,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),50.05,2029.05,Alpha
6000-UKLWI,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,802.35,Alpha
2079-FBMZK,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,418.4,Betha
6332-FBZRI,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.35,4653.25,Alpha
2096-XOTMO,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,275.9,Alpha
3266-FTKHB,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.15,343.45,Alpha
8221-EQDGL,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,61,2130.45,Alpha
2346-LOCWC,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1191.4,Alpha
6608-QQLVK,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.5,50.5,Betha
0298-XACET,0,Yes,Yes,No,No phone service,No,Yes,Yes,Yes,Two year,No,Mailed check,50.2,2554,Alpha
7560-QJAVJ,0,No,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,Alpha
2995-YWTCD,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.9,467.7,Alpha
3551-HUAZH,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Betha
9137-UIYPG,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,3756.45,Alpha
2809-ZMYOQ,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.35,3334.9,Alpha
5084-OOVCJ,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.35,920.5,Alpha
0254-WWRKD,0,Yes,Yes,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),50.55,3431.75,Alpha
7727-SHVZV,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,150.35,Alpha
6302-JGYRJ,0,No,Yes,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,79.45,2587.7,Betha
5339-PXDVH,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.65,367.95,Alpha
2205-LPVGL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.85,5125.75,Alpha
8782-NUUOL,0,No,No,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,79,4801.1,Alpha
3685-YLCMQ,0,No,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,Betha
7601-WFVZV,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,Alpha
4609-KNNWG,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,550.1,Alpha
4868-AADLV,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,116.25,7862.25,Alpha
9529-OFXHY,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,Alpha
8634-MPHTR,1,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.05,4871.05,Betha
2669-QVCRG,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,Alpha
2478-EEWWM,0,Yes,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,2666.75,Alpha
9174-IHETN,0,No,Yes,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,Alpha
2233-TXSIU,0,Yes,Yes,No,No phone service,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,792.15,Alpha
9644-UMGQA,0,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,295.65,Alpha
3256-EZDBI,1,Yes,No,No,No phone service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,Alpha
8761-NSOBC,0,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Betha
0419-YAAPX,0,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,Alpha
8413-VONUO,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,95.65,167.3,Betha
0872-CASZJ,0,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,69.1,4096.9,Alpha
4726-DLWQN,1,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,Alpha
8164-OCKUJ,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1286,Alpha
3094-JOJAI,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387,Alpha
9494-MRNYX,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,Alpha
2599-CZABP,0,Yes,No,Yes,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,Alpha
7945-PRBVF,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,Alpha
4544-RXFMG,0,Yes,Yes,Yes,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,Alpha
0859-YGKFW,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,Alpha
1150-FTQGN,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),94.15,5811.8,Alpha
9223-UCPVT,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.4,94.4,Betha
7196-LIWRH,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,Alpha
5448-VWNAM,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.9,1375.6,Alpha
1177-XZBJL,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),64.15,3491.55,Alpha
3518-FSTWG,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),109.55,7920.7,Alpha
9330-VOFSZ,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,Alpha
4351-QLCSU,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55,55,Betha
0939-EREMR,0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,53.45,718.1,Alpha
9389-ACWBI,0,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,Alpha
5419-JPRRN,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.45,101.45,Betha
3644-QXEHN,0,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,97,1334.45,Alpha
2911-IJORQ,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,Alpha
5921-NGYRH,0,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764,Alpha
2100-BDNSN,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Betha
5998-DZLYR,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703,Alpha
0488-GSLFR,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,Betha
9318-NKNFC,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,Betha
3985-HOYPM,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,Alpha
9728-FTTVZ,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Betha
9548-LERKT,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,Alpha
6576-FBXOJ,0,Yes,No,No,No phone service,No,No,Yes,Yes,One year,No,Electronic check,54.6,934.8,Alpha
4310-KEDTB,0,No,Yes,No,No phone service,No,No,Yes,No,Month-to-month,Yes,Mailed check,29.8,786.5,Alpha
7254-IQWOZ,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Betha
2474-BRUCM,1,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,101.85,4086.3,Betha
4062-HBMOS,0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5364.8,Alpha
0742-NXBGR,0,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.3,82.3,Betha
2676-ISHSF,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,Alpha
9236-NDUCW,0,No,No,No,No phone service,Yes,No,No,Yes,Two year,No,Mailed check,35.1,770.4,Alpha
4753-PADAS,0,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),105.7,6816.95,Alpha
6103-QCKFX,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,Alpha
7781-EWARA,0,Yes,Yes,No,No phone service,No,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,Alpha
6110-OHIHY,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,79.25,267.6,Betha
7018-FPXHH,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,Alpha
5889-LFOLL,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.6,1115.2,Betha
5708-EVONK,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Betha
8708-XPXHZ,0,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.2,4186.3,Betha
0616-ATFGB,1,Yes,No,No,No phone service,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Betha
0572-ZJKLT,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,99.65,4630.2,Alpha
5135-RDDQL,0,Yes,Yes,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,Alpha
1353-LJWEM,0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.9,688.5,Alpha
1794-SWWKL,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,Alpha
6166-YIPFO,0,Yes,No,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,Alpha
7016-BPGEU,0,No,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Betha
6876-ADESB,0,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,48.95,48.95,Betha
9332-GYWLO,0,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.85,355.1,Alpha
1963-SVUCV,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Betha
4184-VODJZ,0,Yes,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,91.35,5764.7,Alpha
0220-EBGCE,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.85,167.3,Betha
1092-WPIVQ,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,Alpha
7233-IOQNP,0,Yes,No,No,No phone service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),34,1505.35,Alpha
2834-JKOOW,0,No,No,No,No phone service,Yes,Yes,Yes,Yes,One year,No,Mailed check,45.9,693.45,Alpha
2754-VDLTR,0,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,95.2,930.4,Betha
2400-FEQME,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,Alpha
3190-XFANI,0,No,Yes,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,Betha
7551-DACSP,0,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.3,324.25,Betha
4957-SREEC,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,Alpha
